КодКлиента|Цена|ЦенаДоСкидки|ДРегСкидка|ДДнСкидки
820182315|560||||
9160402|560||||
440035023|431||||
160216522|560||||
22442401|534||||
690010564|560||||
330232922|482||||
820076300|482||||
160323586|362||||
1375920|361||||
60020849|560||||
960000531|560||||
90204263|560||||
70017227|560||||
23035944|362||||
1362040|560||||
470022229|362||||
90265847|560||||
160233970|560||||
330084334|431||||
160347844|560||||
620000950|560||||
250002560|482||||
87188113|361||||
440250717|482||||
90195650|431||||
330225505|361||||
90049113|482||||
36123640|534||||
87242071|98||||
250001099|482||||
240001224|366||||
440024605|560||||
100167713|560||||
240000231|364||||
440133989|436||||
22237605|534||||
970000364|534||||
160310268|560||||
90116621|560||||
470043298|535||||
440319523|482||||
1416826|482||||
440102794|362||||
60055076|361||||
87197463|560||||
440249678|431||||
330281950|361||||
330298498|482||||
100182990|482||||
90197601|560||||
100289210|482||||
330146811|482||||
160145177|362||||
90009030|362||||
160299854|560||||
160083221|560||||
250002625|482||||
250002323|482||||
60068059|365||||
820132032|560||||
87179026|366||||
440318981|482||||
190012013|560||||
440317659|560||||
90159274|483||||
160179237|560||||
690016200|361||||
9154286|482||||
820138304|431||||
690003633|362||||
90124155|560||||
970008604|560||||
9131726|560||||
160370514|482||||
970006910|361||||
60097071|365||||
330231884|560||||
440318830|482||||
330239945|98||||
700000741|361||||
30008830|361||||
820423013|560||||
470006349|361||||
1372154|436||||
330314308|534||||
130000997|434||||
160362866|482||||
90021934|482||||
820002580|560||||
9055406|560||||
170003054|560||||
87231702|361||||
9156913|362||||
60194368|365||||
160302758|366||||
440319345|482||||
81122836|361||||
820068787|436||||
330171802|431||||
23035325|560||||
700000835|560||||
1379004|431||||
440052683|560||||
300005732|365||||
440296115|560||||
321000811|432||||
160314914|431||||
1401288|365||||
1533119|482||||
160155643|560||||
820045532|368||||
160276001|560||||
90113373|482||||
87241415|361||||
140043751|534||||
330167149|432||||
470008822|534||||
160380619|482||||
820440056|560||||
1228226|560||||
1424000|560||||
250002635|482||||
160070466|560||||
87161465|482||||
440319542|482||||
160050239|560||||
60098860|560||||
1357651|361||||
87196817|482||||
90150451|431||||
9174878|560||||
180007808|361||||
36132083|362||||
1218656|361||||
55058300|431||||
160042415|560||||
440253808|560||||
30002223|361||||
1573003|362||||
160309166|560||||
970008710|560||||
1483734|560||||
22238607|362||||
160153448|361||||
1218508|431||||
87175988|366||||
440262144|534||||
470035608|365||||
470025897|365||||
330197329|365||||
330192073|365||||
140076594|560||||
470028781|365||||
330298324|367||||
440192608|365||||
970008748|560||||
440061756|560||||
440013753|535||||
87161957|482||||
740000105|361||||
820010585|560||||
160322869|535||||
820252291|362||||
760000573|482||||
90268580|482||||
70003839|560||||
22445906|535||||
700001036|534||||
440268934|482||||
440199258|365||||
62230980|560||||
410002996|361||||
140062942|361||||
87192087|368||||
244445607|361||||
440247834|431||||
87259848|560||||
140025687|361||||
90011867|432||||
288889332|361||||
140014837|361||||
140041699|560||||
330008305|431||||
280001289|361||||
250002631|482||||
820128530|431||||
1586472|482||||
160005505|365||||
55091150|368||||
60025764|361||||
440152956|365||||
30009532|534||||
87203833|366||||
60153188|560||||
440172014|482||||
87168621|366||||
36131085|431||||
440095183|535||||
820165431|482||||
87217978|362||||
90268571|482||||
90220396|366||||
22459750|444||||
160326954|482||||
140032403|431||||
440319550|391||||
70017198|534||||
90058934|560||||
330017514|560||||
820039025|560||||
87200944|431||||
55029685|434||||
87156969|436||||
160167289|560||||
440305389|560||||
87205307|431||||
87204238|534||||
440053888|535||||
9128113|366||||
60055788|560||||
440319530|482||||
81140430|366||||
1422911|534||||
60068215|456||||
1382467|535||||
81117381|98||||
9109718|560||||
55023003|560||||
160264849|361||||
250002629|482||||
820289116|431||||
140090250|365||||
160316712|362||||
820313865|560||||
160264735|560||||
160076499|560||||
330009190|362||||
90010430|431||||
70001577|362||||
36199127|560||||
140006689|451||||
470055957|368||||
87248316|432||||
330000650|361||||
23019739|560||||
360003338|432||||
160226992|560||||
1211465|560||||
81114841|560||||
160332097|361||||
440307475|482||||
820280509|431||||
1529231|361||||
250002616|560||||
90252758|535||||
60045521|361||||
87183099|366||||
60567950|560||||
1214915|361||||
60103079|366||||
30008979|98||||
330210283|535||||
160288382|560||||
90188214|560||||
100085039|560||||
160159759|434||||
330244992|438||||
160165432|361||||
60022155|364||||
160249157|560||||
160280678|534||||
330125713|534||||
140022571|535||||
250002653|482||||
340003093|361||||
90054551|362||||
330090143|560||||
330250446|560||||
100018161|560||||
160022289|560||||
90188862|560||||
140019261|361||||
1476634|535||||
69997620|482||||
440319561|482||||
22990647|560||||
90107687|361||||
630000153|432||||
330097408|98||||
820225777|431||||
90028550|560||||
22999325|535||||
470007300|432||||
90051117|560||||
90200142|560||||
330207254|560||||
160210464|560||||
820355002|431||||
90042429|560||||
440240158|560||||
36143212|560||||
440319564|482||||
22224202|362||||
81115953|365||||
180001330|560||||
130004724|560||||
180007053|560||||
440022482|560||||
350002098|362||||
9124790|361||||
160186737|362||||
36120449|560||||
69985309|365||||
1456936|534||||
23024868|560||||
1559665|436||||
350001248|366||||
970005669|560||||
130007403|560||||
160384017|560||||
60001423|361||||
970008935|534||||
330257714|534||||
100027853|534||||
820198602|560||||
1615188|560||||
160250082|560||||
890001104|482||||
190003924|362||||
330298459|560||||
87250130|560||||
9150865|431||||
160222410|482||||
90268595|482||||
330119175|560||||
440319567|391||||
140032120|482||||
820298661|560||||
160142534|482||||
190000809|560||||
820375807|560||||
87195491|482||||
160332874|365||||
820078529|482||||
100106890|482||||
330164200|560||||
330152165|560||||
160080209|560||||
9153086|560||||
330198208|560||||
820077332|438||||
820026491|361||||
22465088|362||||
160149121|482||||
90129630|482||||
330062846|431||||
330072439|365||||
330199648|431||||
90252498|482||||
440055763|482||||
440190929|560||||
140017213|560||||
60069402|535||||
470002298|361||||
470064283|368||||
470002542|535||||
440263062|431||||
60017118|560||||
160111767|560||||
820001826|361||||
250002628|482||||
87168312|560||||
119068|361||||
330111179|560||||
440033986|361||||
87212796|361||||
330121962|361||||
60053194|361||||
1613434|431||||
90268593|482||||
440140580|482||||
1393806|534||||
330122901|560||||
330307816|560||||
87193213|482||||
970009023|560||||
330189849|482||||
90012379|534||||
330130535|534||||
440316933|482||||
330143726|482||||
36208191|482||||
820408582|560||||
250002666|482||||
87236276|362||||
23027008|435||||
90146116|560||||
1513604|436||||
87217762|436||||
87222529|366||||
440302707|482||||
160231841|366||||
470019300|361||||
160289762|431||||
130011894|362||||
820358687|560||||
440021274|436||||
55089558|560||||
250002676|482||||
440213507|98||||
90197265|482||||
820331282|431||||
440319536|482||||
250002683|482||||
440222961|482||||
970008399|436||||
1515319|366||||
690037102|365||||
440149102|482||||
9123441|482||||
330072722|560||||
9161625|482||||
820366154|560||||
440296698|482||||
55072239|482||||
690018419|365||||
160006807|361||||
36152262|560||||
440319555|560||||
22448156|560||||
250002688|482||||
970009087|560||||
9182640|560||||
36137743|482||||
55092925|560||||
440271102|366||||
740001079|361||||
970009078|560||||
690021376|366||||
9176214|368||||
55074548|431||||
440075627|560||||
22451131|560||||
140044019|366||||
970008385|362||||
100170613|560||||
81203702|535||||
36116977|434||||
90268382|560||||
55058597|431||||
36172695|482||||
820200689|560||||
90268614|482||||
160249516|534||||
590000674|560||||
55025539|365||||
87210106|560||||
87225062|560||||
330047906|560||||
820339660|431||||
130002677|534||||
160290002|560||||
160359854|431||||
55015031|482||||
87163937|361||||
100164840|560||||
590001170|560||||
60046261|560||||
87161074|560||||
160183888|560||||
160142510|560||||
330002785|534||||
590002106|560||||
36183048|366||||
440319452|482||||
90206729|560||||
122245|560||||
36172075|98||||
81128466|482||||
970009132|560||||
87254481|560||||
440069103|534||||
590001389|560||||
160033047|535||||
440020312|482||||
160191661|560||||
330235957|368||||
330158460|560||||
440039338|560||||
690011128|431||||
970009139|560||||
22995098|438||||
440088537|436||||
22445663|361||||
36179692|361||||
1474596|560||||
330098097|482||||
690002416|361||||
440194301|482||||
160222602|361||||
330128398|431||||
140074751|362||||
440050502|560||||
10004738|361||||
90268639|482||||
60070441|560||||
970009152|364||||
160324759|560||||
160207384|560||||
9139925|534||||
640001369|560||||
87191516|368||||
69995462|482||||
55016497|361||||
87197880|560||||
330144359|361||||
90268317|482||||
160019153|361||||
590002258|431||||
820132524|482||||
970008115|560||||
160104930|560||||
330098202|535||||
820002216|431||||
440060864|361||||
1465386|364||||
1453463|361||||
60046480|441||||
300002172|534||||
60031657|361||||
820279737|431||||
440076619|560||||
470000944|534||||
330175026|560||||
87188379|368||||
1287906|560||||
330148323|560||||
1287866|560||||
90242319|431||||
900000379|560||||
160219491|366||||
1357841|560||||
330282011|432||||
440011976|560||||
9105425|560||||
90158255|361||||
820413724|482||||
60035871|361||||
22230287|361||||
1580323|560||||
440270459|368||||
330121985|482||||
81140674|482||||
330089221|361||||
330183017|560||||
115122|98||||
1427443|560||||
330262304|361||||
820001914|366||||
160067580|534||||
330138460|368||||
160067081|444||||
320000022|560||||
60037030|431||||
330091066|366||||
90228837|560||||
87167980|560||||
59539|431||||
1427849|436||||
81001993|366||||
1412242|560||||
81137116|560||||
250002672|482||||
55062599|560||||
36155272|560||||
60016994|368||||
9126336|560||||
22467981|434||||
440319593|560||||
690032866|482||||
10001341|431||||
360002665|432||||
440301967|560||||
360000874|364||||
90265015|482||||
160079951|361||||
1388572|361||||
730000345|361||||
9139952|560||||
36143933|560||||
250002699|560||||
160119076|560||||
130000950|362||||
250002704|482||||
820211830|482||||
250002711|482||||
100211347|361||||
440264218|482||||
800000143|361||||
250002640|482||||
70011221|482||||
330242985|364||||
36136162|560||||
180001752|362||||
127155|361||||
820305641|482||||
240000022|432||||
820427074|482||||
90053915|535||||
440251612|560||||
820310442|535||||
320001861|534||||
36103724|361||||
820388631|560||||
90198550|361||||
81140464|366||||
820054036|482||||
160144344|560||||
87167208|534||||
820072200|482||||
90006095|366||||
250002684|482||||
160146616|361||||
860000358|362||||
23012122|362||||
250002554|560||||
820266223|560||||
1516456|482||||
140074885|98||||
820305403|482||||
1411509|560||||
1473312|560||||
60856995|366||||
69901158|362||||
440307240|482||||
160350563|365||||
90148205|482||||
160004876|431||||
440300069|482||||
470009693|534||||
130010280|535||||
820235532|560||||
10000021|362||||
160072052|534||||
81119479|482||||
30011164|534||||
820283007|482||||
90240311|560||||
22235345|362||||
440160910|368||||
690002823|534||||
1382650|361||||
87174778|560||||
100190274|534||||
690037411|560||||
60018661|431||||
60128112|366||||
55079977|431||||
330300872|534||||
440319625|482||||
330175334|362||||
820473440|560||||
60146949|361||||
100284160|560||||
36208917|368||||
160064372|431||||
90140527|482||||
440319628|482||||
970009389|560||||
820027699|361||||
36183192|560||||
440119892|365||||
130015406|361||||
36119705|98||||
160318872|535||||
36153336|361||||
160280997|98||||
970009421|560||||
820044171|98||||
820454013|560||||
160382722|482||||
90123705|560||||
400000363|361||||
330301034|560||||
440095676|560||||
440154289|368||||
820438080|366||||
820127384|482||||
1393408|560||||
160274090|482||||
820144673|482||||
440319551|482||||
9151641|560||||
820448278|482||||
160315656|560||||
440129401|431||||
130001551|432||||
22445826|361||||
9121717|560||||
23003630|560||||
440319602|482||||
440225051|368||||
1599574|482||||
9035822|534||||
81113474|361||||
470009339|560||||
90057535|560||||
160102538|560||||
1382728|482||||
180002169|366||||
440319574|482||||
55083416|482||||
160074764|482||||
160144716|534||||
87224294|560||||
440273446|560||||
970009490|560||||
36111998|534||||
100001721|560||||
690005852|560||||
440062628|560||||
1521580|534||||
820001719|534||||
90268654|560||||
160043325|534||||
470045943|534||||
330018659|366||||
330167590|560||||
910000294|432||||
90103311|535||||
160194128|361||||
440319454|482||||
330209155|482||||
820180486|560||||
1213415|361||||
1400414|361||||
87168108|366||||
710000826|361||||
22993467|438||||
90052921|432||||
36182624|560||||
70005344|560||||
90009310|456||||
90229083|482||||
470022453|361||||
410003626|361||||
160142127|362||||
60044|560||||
330142614|431||||
87232882|432||||
1213514|482||||
60030326|361||||
250002726|482||||
970009544|560||||
130008943|482||||
90186220|560||||
87177530|362||||
1375233|560||||
820265031|560||||
330106335|560||||
90249591|482||||
87233954|362||||
9142167|560||||
330241667|361||||
90118906|482||||
440232099|482||||
160078125|560||||
440144706|361||||
440303975|432||||
1490860|362||||
55022365|560||||
440318394|560||||
330088724|482||||
140019153|361||||
440319594|482||||
36124288|560||||
440065368|482||||
90008347|560||||
610000409|366||||
820071514|560||||
87192315|535||||
140079592|534||||
1440142|365||||
160214865|482||||
140036151|560||||
1459964|431||||
820234890|560||||
140026828|361||||
440256964|361||||
330106891|362||||
470003807|560||||
90129689|366||||
260007335|560||||
1618572|560||||
130018331|560||||
90244627|534||||
1385164|361||||
970009564|560||||
90262190|560||||
36132493|364||||
440260828|98||||
36132493|364||||
470015386|560||||
1378166|534||||
140081408|368||||
9162102|560||||
440186702|98||||
440319646|482||||
910000154|432||||
440242173|98||||
440090944|362||||
81114452|535||||
820014516|560||||
440263034|98||||
55043165|361||||
820232886|560||||
160194194|444||||
87193323|560||||
55100578|482||||
970007723|362||||
330285625|560||||
160097208|560||||
160208672|438||||
160101735|431||||
87231290|98||||
100007971|482||||
70016154|482||||
321001196|432||||
820208049|482||||
440186049|560||||
330002107|560||||
36111430|560||||
820191693|560||||
440319305|482||||
36112475|431||||
90220685|535||||
330276006|482||||
90011929|535||||
60577222|560||||
160234041|535||||
440245786|534||||
820458034|560||||
160093503|432||||
820288578|534||||
820211107|482||||
36159678|98||||
130004134|560||||
820091484|482||||
440319635|482||||
440092999|560||||
440294023|482||||
330289100|560||||
820374124|431||||
90163142|368||||
440303871|534||||
970009628|560||||
820159112|482||||
330148409|482||||
23041059|368||||
830000355|431||||
140062586|482||||
90268672|482||||
1492725|534||||
55119639|560||||
55090057|560||||
60182865|431||||
330230960|365||||
90268001|482||||
81112662|560||||
330110880|560||||
330097559|361||||
240001932|432||||
22234971|432||||
100174480|560||||
440028095|482||||
170025732|560||||
87175410|98||||
87162565|361||||
440317098|482||||
820441002|535||||
820121060|482||||
820275925|560||||
90064613|98||||
440266726|482||||
330312426|560||||
9031748|482||||
330138661|366||||
100098345|560||||
250002740|560||||
440319652|482||||
60129552|560||||
90268682|482||||
330249056|361||||
9137085|482||||
440105686|482||||
440030759|432||||
55051274|560||||
140067787|535||||
160096500|482||||
90103820|482||||
440275959|431||||
1405679|431||||
470002014|431||||
970009726|458||||
87171194|560||||
87225356|482||||
440282996|431||||
330002708|482||||
90190353|361||||
1460494|560||||
330264975|482||||
55055556|560||||
140086267|361||||
60011840|361||||
160243150|391||||
820084903|560||||
440284069|534||||
820430666|560||||
60065942|361||||
440319655|482||||
60060266|482||||
1286365|560||||
60040298|365||||
55025160|482||||
330257791|560||||
9071363|534||||
820242874|361||||
970009754|560||||
61054|366||||
330207720|534||||
330195095|482||||
820375905|431||||
900000513|431||||
610001866|432||||
690038820|560||||
250002655|482||||
890000900|361||||
330114387|362||||
820406168|560||||
60027109|560||||
690025566|560||||
160069222|560||||
440080893|560||||
1601211|560||||
90268709|482||||
90170196|431||||
690048902|362||||
160372528|560||||
690042592|560||||
160312199|361||||
820289418|431||||
690016042|366||||
160222165|560||||
330299436|560||||
36163969|98||||
820027559|482||||
55077269|98||||
70003554|98||||
70008084|98||||
70014231|483||||
90027026|98||||
1503751|483||||
9146170|483||||
30003013|98||||
160075899|362||||
330242716|482||||
36133179|432||||
36101164|98||||
36142244|368||||
690040883|482||||
180009549|535||||
820328580|560||||
30007552|431||||
390000415|361||||
170003778|368||||
90228085|560||||
820403504|560||||
820004980|434||||
690040892|431||||
700000967|365||||
180006408|534||||
470039178|431||||
87249108|436||||
470039304|361||||
127121|560||||
1365071|98||||
470074924|560||||
970009834|560||||
160147826|98||||
1179150|431||||
121681|362||||
440271413|482||||
170003545|431||||
36111808|483||||
330233157|535||||
87252440|560||||
90168730|431||||
36114334|483||||
1306983|482||||
22445166|560||||
160263171|368||||
820052953|560||||
330138043|366||||
1576697|366||||
87165465|560||||
820253589|482||||
90034787|361||||
440227747|560||||
330239339|535||||
190002119|365||||
87159470|482||||
55051898|535||||
90053958|431||||
87229607|535||||
36153103|560||||
820271447|368||||
321001451|534||||
160362275|366||||
160037370|432||||
440313253|482||||
160110416|560||||
440319645|482||||
440270760|482||||
140022695|365||||
970009862|560||||
690049401|534||||
1226263|482||||
440312380|482||||
90259247|482||||
160353995|535||||
970009472|431||||
970000298|431||||
250002772|482||||
820260321|361||||
36114391|535||||
36163732|560||||
60182497|560||||
59870|362||||
330010260|361||||
970004303|560||||
90263507|560||||
440316369|482||||
340000994|431||||
440281250|560||||
330113058|535||||
440319557|482||||
1240468|361||||
160053706|361||||
330293240|482||||
160154396|483||||
820250242|482||||
860000405|361||||
820287819|560||||
87252527|361||||
820127790|560||||
100360381|560||||
1403286|361||||
130002577|361||||
820242037|560||||
130001537|361||||
100238195|482||||
140023828|560||||
440147195|368||||
122330|361||||
470074270|368||||
330226610|560||||
380000981|482||||
60032688|432||||
330218009|560||||
36152639|535||||
440319696|482||||
330098105|361||||
55037123|361||||
440149648|431||||
160164172|368||||
970009926|560||||
970008146|560||||
90153537|431||||
820005585|482||||
440171792|560||||
820052499|560||||
60098906|560||||
690015991|560||||
87218361|368||||
820083241|431||||
140021066|361||||
160321223|456||||
9162315|560||||
820089164|361||||
60014355|535||||
81120915|534||||
140022269|534||||
60109332|560||||
330071801|534||||
69942603|362||||
820282928|366||||
81132553|560||||
440192755|560||||
36111274|361||||
160110181|482||||
1419310|366||||
87177537|432||||
970007216|560||||
160154286|534||||
1358380|431||||
22231676|98||||
970009151|560||||
9093053|431||||
160230683|482||||
87220821|482||||
57694|560||||
330201639|560||||
60026628|482||||
970009977|560||||
60004313|434||||
140007810|560||||
90268153|482||||
90171287|560||||
690014420|431||||
970000199|365||||
250002491|482||||
130005668|560||||
22460850|560||||
260001158|482||||
330193409|560||||
690032544|456||||
260004430|560||||
90175737|482||||
820301149|534||||
90009629|560||||
90008000|438||||
820458462|560||||
440280559|534||||
160082253|362||||
970002309|560||||
81137623|535||||
820424433|560||||
820303215|431||||
330130383|560||||
440295523|560||||
1499174|482||||
310001963|534||||
1447365|560||||
90032512|560||||
160074535|482||||
1372200|560||||
160093248|534||||
1583441|560||||
820230645|560||||
690020942|560||||
90238139|482||||
60155548|560||||
9186997|535||||
55008967|560||||
60040502|456||||
87184919|361||||
820028479|560||||
160289501|534||||
160320130|534||||
440314942|534||||
440055866|482||||
1458117|560||||
60025864|368||||
970006356|368||||
90164561|368||||
440319607|482||||
160183388|361||||
160296458|534||||
470058150|560||||
300004703|431||||
300001930|361||||
160316398|560||||
250002779|482||||
87189207|98||||
55004294|482||||
55087370|435||||
160287551|431||||
81120806|560||||
100145057|560||||
160330790|482||||
250002788|482||||
36121556|560||||
820038058|535||||
87180317|444||||
1600324|362||||
250002627|560||||
970010007|560||||
130010814|560||||
470047580|560||||
440044095|560||||
160283008|560||||
660002314|560||||
440232237|560||||
330113203|535||||
1133984|560||||
60115405|366||||
1464198|361||||
250002784|482||||
330179428|534||||
160328457|482||||
87164530|361||||
1152338|361||||
90072754|366||||
36138046|364||||
1627728|431||||
22460140|362||||
90268741|482||||
440290592|482||||
820215219|560||||
90268565|482||||
440050417|560||||
30010887|560||||
55071302|560||||
140086515|482||||
330269246|560||||
160052024|456||||
820387763|560||||
440309041|482||||
1508478|560||||
160264253|368||||
820128355|560||||
87196928|362||||
1506886|482||||
36159168|366||||
36133444|432||||
160156599|431||||
440006924|560||||
330310089|368||||
9123192|560||||
170025823|535||||
5170|560||||
330174005|482||||
970010133|560||||
330252722|482||||
140021619|535||||
9103129|361||||
820320954|534||||
180001684|535||||
160163998|560||||
970010148|482||||
440166785|560||||
880000037|535||||
23041746|361||||
90005638|534||||
690027378|535||||
55048|364||||
360003031|482||||
180008379|368||||
440181056|432||||
440269549|482||||
470003162|560||||
160145589|560||||
890001602|560||||
36177278|444||||
160315062|361||||
100124677|482||||
440250284|368||||
330170268|560||||
970006988|368||||
330226089|560||||
60193443|560||||
90179347|482||||
440214923|361||||
1508695|560||||
370001582|361||||
9185685|560||||
1524349|560||||
260002860|366||||
690045660|366||||
90224062|451||||
440100486|368||||
330031356|534||||
1523994|560||||
60083009|560||||
470021319|482||||
320001490|368||||
160082646|560||||
820047430|560||||
820131223|560||||
250002719|560||||
820311694|560||||
36160761|361||||
440197272|482||||
440018414|560||||
36176679|361||||
690051472|534||||
36159952|482||||
55037726|560||||
160282317|534||||
36112279|368||||
330262686|560||||
9153220|434||||
1481795|535||||
87170285|431||||
330159564|432||||
140012407|432||||
1370482|431||||
820025557|560||||
820048238|364||||
440014853|361||||
440156698|361||||
90198414|482||||
22443286|362||||
1359044|444||||
440157501|560||||
90268743|482||||
970010221|560||||
330055148|431||||
330275112|366||||
820222810|560||||
470041087|560||||
440296360|534||||
90268572|98||||
1587513|560||||
60140267|560||||
170024993|560||||
55050049|560||||
630000213|361||||
820039323|560||||
87194014|560||||
330263799|560||||
55058663|482||||
90268753|482||||
160195415|482||||
440119021|560||||
1410418|361||||
440143059|560||||
69900011|560||||
440027483|431||||
55116071|560||||
1196206|560||||
90186811|560||||
90181878|534||||
130007562|560||||
90268760|482||||
440280068|560||||
90173405|534||||
1371004|560||||
1302421|482||||
470016742|365||||
820393102|560||||
1363807|482||||
36189430|560||||
970010237|560||||
90054499|482||||
820000081|560||||
55084177|361||||
970010264|560||||
160277968|482||||
1405524|361||||
10004093|361||||
330144907|368||||
55896|362||||
1374830|362||||
22459827|448||||
160115315|482||||
9185099|535||||
60051196|535||||
130009544|362||||
87219746|560||||
440319738|482||||
820160741|560||||
970000244|482||||
630001293|432||||
40001949|98||||
23001938|482||||
660001691|362||||
160136871|436||||
440293656|560||||
160144093|560||||
1495170|482||||
87190317|364||||
120009|431||||
22468380|482||||
160110798|560||||
90268503|560||||
90249590|560||||
960000044|98||||
1608527|560||||
470027641|368||||
160302811|560||||
440319741|482||||
440319856|482||||
81141466|362||||
160207950|560||||
60008428|560||||
1408688|560||||
140021442|534||||
90215955|560||||
160114887|432||||
1484033|361||||
90065227|482||||
22445112|482||||
100374294|482||||
1602467|482||||
140023730|560||||
470003273|368||||
440302999|431||||
90006185|361||||
820367341|431||||
90268725|482||||
1481724|560||||
470007934|482||||
9179567|361||||
820441286|431||||
370000395|362||||
330001135|361||||
90245054|482||||
60000506|535||||
1422214|362||||
1168141|560||||
360000917|560||||
90268770|482||||
660001896|482||||
1587690|431||||
440284229|560||||
1412339|560||||
160020201|534||||
140094861|444||||
87247721|560||||
22234836|560||||
180006193|362||||
160032420|560||||
440259929|482||||
36133844|560||||
87166576|560||||
60081468|560||||
1455140|361||||
440234578|560||||
440315541|560||||
87181236|432||||
90213521|368||||
250002804|560||||
56885|364||||
9106786|560||||
820215374|482||||
820203950|431||||
90160264|431||||
87197266|432||||
820145700|560||||
130005460|560||||
820052991|431||||
22441810|482||||
470054582|361||||
820014046|534||||
820353940|482||||
970010343|560||||
90174051|560||||
330093632|535||||
820124575|431||||
1288624|535||||
440266500|560||||
970010354|560||||
330220578|560||||
330268565|482||||
250002817|482||||
90000968|361||||
970010355|560||||
130005547|560||||
9198102|482||||
9102911|434||||
160292864|361||||
440277542|482||||
90268755|560||||
330293015|361||||
330130180|482||||
87208821|534||||
840002287|432||||
60026085|432||||
140082076|98||||
87223252|366||||
330201554|361||||
820334535|438||||
440301292|361||||
820001939|361||||
87161496|434||||
440014855|560||||
250001092|368||||
1401618|431||||
440304277|534||||
1476756|534||||
440029448|560||||
100154421|482||||
970010399|560||||
310000829|432||||
820200741|432||||
81127314|361||||
330301099|560||||
160373728|362||||
970010327|560||||
55083647|431||||
250002824|391||||
90171962|482||||
90133929|482||||
330015247|444||||
9176158|444||||
22455764|444||||
9180501|444||||
160175848|444||||
160302512|444||||
160224758|431||||
1368081|560||||
380001414|444||||
440205388|431||||
1420873|362||||
90111787|560||||
330077353|438||||
1357483|560||||
160146108|451||||
760000011|98||||
440319779|482||||
690038252|366||||
820168753|482||||
690006116|560||||
690004355|444||||
440135277|535||||
160278100|534||||
250002843|482||||
90053502|482||||
1143145|431||||
440023323|535||||
160272443|98||||
160302460|361||||
160383606|98||||
140070088|482||||
820443599|560||||
250002723|482||||
90268778|482||||
170023749|483||||
920000484|560||||
9161198|560||||
1534341|482||||
160028587|560||||
330228683|483||||
36201908|535||||
330289829|444||||
440113933|98||||
440296451|560||||
36118279|98||||
160147178|366||||
36106821|560||||
330142332|98||||
440319516|482||||
140013720|361||||
60117795|560||||
340000154|362||||
440116269|482||||
470034985|436||||
90239738|560||||
330210971|560||||
330011268|560||||
650001357|366||||
690033083|534||||
1223276|483||||
90036834|560||||
36188287|560||||
330279016|368||||
330166156|431||||
440134020|366||||
23009173|361||||
440319726|560||||
160298049|98||||
120106|431||||
690000544|535||||
330123863|361||||
790001558|366||||
90268794|391||||
36131968|560||||
36208593|366||||
470003783|98||||
55050425|431||||
440309921|365||||
970002642|560||||
36165108|560||||
55072297|534||||
440256791|482||||
36162374|482||||
36103983|362||||
820395786|560||||
70000574|362||||
340000115|365||||
970010488|560||||
160276164|560||||
90029802|535||||
440264761|560||||
440246186|431||||
600000141|534||||
90201945|431||||
9112592|560||||
330207222|368||||
87259249|366||||
1179851|560||||
160232157|534||||
160204970|482||||
90268797|482||||
81130310|366||||
10000076|362||||
820359218|431||||
180006145|560||||
160083328|434||||
90268771|482||||
820166164|431||||
160206417|361||||
1207530|98||||
90258360|560||||
60062362|560||||
140067776|431||||
62230875|362||||
90268802|560||||
55109062|431||||
90264366|482||||
440085986|482||||
160350222|98||||
330272397|560||||
1129657|362||||
1240324|560||||
1400309|431||||
9158614|366||||
440156901|436||||
360001045|98||||
1394370|98||||
60035877|560||||
440023894|535||||
190010105|458||||
60198152|560||||
470028247|560||||
820103278|431||||
60132367|364||||
440149042|482||||
160206723|534||||
440319790|560||||
340001742|362||||
160335927|361||||
140076913|361||||
330035765|432||||
140023043|362||||
820236168|560||||
90236843|482||||
81123606|362||||
440095414|534||||
130000550|362||||
440034388|560||||
9030454|431||||
820068519|560||||
140090303|368||||
55101459|362||||
440150933|362||||
970010577|560||||
90268807|482||||
820175400|560||||
1466773|431||||
820072892|482||||
90265066|560||||
170012084|361||||
820011794|560||||
87179099|560||||
90268718|482||||
90114562|560||||
100171666|432||||
160104039|534||||
90202768|560||||
440311236|431||||
160225089|482||||
820177873|431||||
970010360|368||||
60007597|361||||
87215900|534||||
160204686|361||||
820316616|361||||
36183757|361||||
90268183|482||||
440319763|482||||
820046837|431||||
170022545|560||||
1349310|368||||
440287215|482||||
90268782|482||||
55084455|560||||
90234074|431||||
330130528|98||||
9145326|361||||
1366946|431||||
330228845|482||||
1153575|431||||
820317858|431||||
1407172|98||||
820231219|482||||
970010622|560||||
1514869|98||||
190003427|365||||
440318860|431||||
90263187|482||||
690032460|368||||
87260829|362||||
22446617|535||||
250000229|361||||
160221322|366||||
90244853|482||||
36103568|98||||
1427055|535||||
36111677|98||||
690010827|361||||
36121303|98||||
87241283|361||||
440295796|432||||
970010608|560||||
330038793|560||||
820250352|482||||
22460673|431||||
640001949|438||||
36121678|98||||
1417353|560||||
820090091|431||||
440175874|560||||
160142787|534||||
1379636|362||||
60122648|431||||
440281054|432||||
820073799|436||||
60045810|560||||
970006630|560||||
440319630|560||||
250002787|482||||
60026340|432||||
90114503|482||||
36154473|98||||
87243615|98||||
100297090|560||||
36176620|98||||
330252507|431||||
90223855|482||||
70017712|535||||
330081688|98||||
180009496|560||||
820228271|560||||
81200377|361||||
970010704|560||||
330096016|98||||
690011788|535||||
820405660|362||||
330283915|98||||
1143629|482||||
440135722|482||||
690002127|560||||
440009667|98||||
820217907|560||||
